Item Code,Item Name
1007,Cocom juice (700 ml)
1008,Jamoon sugar less (750 ml)
1009,Brahmi juice (750 ml)
1010,Cooking leaf samber box
1011,Korle
1012,Yam (Thamil nadu/Keral)
1013,Bale dendu(paket)
1014,Bale denu (k.g)
1015,Cherry (box)
1016,Badami(Raw)
1017,Apricart (raw)
1018,MANGO HIMAM PASAND
1020,Grape juice
1021,mango juice
1021,mango juice
1021,mango juice
1022,juice glass
1023,sugarcane juice
1024,yelaneeru organic
1025,HAP VANILLA 100ML
1026,HAP STRAW BERRY 100 ML
1027,HAPORANGE CANDY
1028,HAP MANGO CANDY
1029,HAPGRAPES CANDY
1030,HAP CHOCOBAR
1031,HAP CHOCOLATE CONE
1032,HAP BUTTER SCOTCH CONE
1033,HAP BLACKCURRENT CONE
1034,HAP MANGO BALLS
1035,HAP STRAWBERRY BALLS
1036,HAP MANGO DUET
1037,N VANILLA CUP 30ML
1038,N VANILLA CUP 65ML
1039,N VANILLA BALL 100ML
1040,N VANILLA FAMILYPACK 500ML
1041,N VANILLA PRO FAMILYPACK 500ML
1042,N VANILLA FAMILYPACK 1LTR
1043,N VANILLA TUB PACK 1LTR
1044,N VANILLA TUB PACK 1.5 LTR
1045,N VANILLA BULK PACK 5LTR
1046,N STRAWBERRY CUP 30ML
1047,N STRAWBERRY CUP 65ML
1048,N STRAWBERRY FAMILYPACK 500ML
1049,N STRAW BERRY 1 LTR
1050,N STRAWBERRY BALL 100ML
1051,N PINEAPPLE CUP 30ML
1052,N PINEAPPLE CUP 65ML
1053,N PINEAPPLE FAMILYPACK 500ML
1054,N PINEAPPLE FP 1.250L
1055,N KAJU DRAKSH FP 1.250L
1056,N KAJU DRAKSH BP 5L
1057,N BUTTERSCOTCH 65ML
1058,N BUTTERSCOTCH FP 500ML
1059,N BUTTERSCOTCH MC 60ML
1060,N GREEN PISTA 30ML
1061,N MANGO CUP 65ML
1062,N MANGO FP 500ML
1063,N MANGO BP 1.250L
1064,N CHOCOLATE CUP 65ML
1065,N CHOCOLATE FP 500ML
1066,N CHOCOLATE FP 1.250ML
1067,N CHOCOLATE CONE 120ML
1068,N CHOCO CHIP FP 1.250ML
1069,N KESARPISTA CUP 65ML
1070,N KESARPISTA FP 500ML
1071,N KESARPISTA FP 1.250L
1072,N ANJIR FP 1.250L
1073,N BLACKCURRENT FP 1.250L
1074,N ORANGECANDY 50ML
1075,N MANGOCANDY 50ML
1076,N GRAPECANDY 50ML
1077,N RASPBERRYDOLLY
1078,N MANGODOLLY
1079,N JUNIOR CHOCOBAR
1080,N CHOCOBAR
1081,N NUTTYCHOCOBAR
1082,N SUNDAE
1083,N STRAWBERRYSUNDAE 500ML
1084,N CHOCOLATESUNDAE 500ML
1085,N CHOCOLATESUNDAE 750ML
1086,N PINKGUAVASUNDAE
1087,N FORESTFRUITSUNDAE
1088,N PISTAKULFI
1089,N MATKAKULFI
1090,N NANDINI CASSATA
1091,N GUDBUD
1092,N TUTTYFRUITY FP 1.250L
1093,N MAGIC VANILLA 40ML
1094,N VANILLA CONE
1095,N BLACKCURRENT CONE
1096,2 IN 1 MANGOSUNDAE
1097,RASP BERRY
1098,VANILLA 500 ML
1099,STRAW BERRY 500 ML
1100,HAP FIG O HONEY
1101,HAP SPANISH DELIGHT
1102,HAP HONEY GULKAN 500 ML
1103,HAP OREO 500ML
1104,HAP BUTTERSCOTCH
1105,HAP PISTA GREEN 500ML
1106,HAP MANGO 500ML
1107,Plums Indian
1108,Apple simla (Medium)
1109,Kiwi China
1110,Nitter
1111,N BUTTERSCOTCH CONE 120 ML
1112,N BUTTERSCOTCH FP 1.250 ML
1113,N BUTTERSCOTCH TB 1.500ML
1114,Berry (Red)
1115,AL MANGO100ML
1116,AL BUTTER SCOTOCH100 ML
1117,AL CHOC BROWNIE 125 ML
1118,AL CHOCOLATE100ML
1119,AL GREEN PISTA65ML
1120,AL RAJBHOG 125ML
1121,AL STRAWBERRY65ML
1122,AL VANILLA 65ML
1123,AL ASLI GUAVA80ML
1124,AL ALPHONS GOLD 80ML
1125,mela cut fruit donne
1126,AL CHOCO CAPPUCCINO
1127,AL CHOCO ALMOND 80 ML
1128,AL ASLI AAM 80 ML
1129,AL ASLI AAM 80 ML
1130,AL EPIC STR TWIST 80 ML
1131,AL CUPFROZEN YOGHURT
1132,AL YOGHURT WILD BERRY
1133,AL COOKIE SUB
1134,KAJU MALAI ROLL CUT
1135,SANDWICH VANILLA
1136,SUGAR FREESHASHI ANJIR
1137,SUGAR FREE VANILA
1138,PROLIFE CHACOBAR 40 ML
1139,AL COLA ICE LICKZ
1140,AL CHOCOPOP 18 ML
1141,AL MANGO FROOT LICKZ
1142,AL ORANGE FROOT
1143,AL FROSTICK
1144,AL KOOLFI BADSHAHI 60ML
1145,AL MANGO ICE LICKZ
1146,AL MANGO DUETZ 60ML
1147,AL ORANGE ICE LICKZ
1148,AL PANJABI KULFI MAWA
1149,AL RASBERRY DUET
1150,SUNDAE BALCK CURRANT
1151,AL RAJASTHANI KULFI
1152,AL SUNDAE CHOCOLATE 125 ML
1153,AL TRICONE BELGIN CHOCO 120ML
1154,TRICONE BUTTER SCOTCH 50 ML
1155,AL TEICONE CHOCOLATE 120ML
1156,AL TRICONE CHOCOLATE 100 ML
1157,AL TRICONE KESAR PISTA 120ML
1158,AL TRICONE VANILA 120 ML
1159,ALCOLA ICE LICKZ
1160,AL CASSATTA
1161,AL CUP STRAW BERRY
1162,N Strawberry cone 120ml
1163,N KULFI 30ml
1164,N Pista kulfi 60ml
1165,2-1 Chocolate sunday
1166,2-1 Strawberry sunday
1167,N Cone pista 120ml
